,Unnamed: 0,lat,lon,timestamp,amenity,name,tags
0,64,49.2457903,-122.8916363,2018-05-05T21:21:46.000-07:00,restaurant,Pho 99,{'cuisine': 'vietnamese'}
1,73,49.1674933,-122.6674453,2019-06-07T13:28:04.000-07:00,restaurant,Boston Pizza,"{'brand:wikidata': 'Q894578', 'addr:housenumber': '20090', 'brand:wikipedia': 'en:Boston Pizza', 'cuisine': 'pizza', 'name:en': 'Boston Pizza', 'addr:street': '91A Avenue', 'brand': 'Boston Pizza'}"
2,144,49.2634241,-123.1173128,2018-08-30T03:12:10.000-07:00,restaurant,Cactus Club Cafe,{}
3,170,49.2257668,-122.9968006,2019-07-20T18:37:01.000-07:00,restaurant,Nando's,"{'brand:wikidata': 'Q3472954', 'level': '1', 'brand:wikipedia': ""en:Nando's"", 'description': 'They specialize in flame-grilled chicken.', 'cuisine': 'chicken;portuguese', 'brand': ""Nando's""}"
4,193,49.1694686,-122.6657545,2019-09-13T13:56:59.000-07:00,restaurant,The Old Spaghetti Factory,"{'addr:housenumber': '20077', 'addr:street': '91A Avenue', 'addr:city': 'Langley'}"
5,202,49.274321,-123.1237748,2020-02-19T07:58:37.000-08:00,restaurant,Tasty Indian Bistro,"{'addr:province': 'BC', 'addr:housenumber': '1261', 'addr:street': 'Hamilton Street', 'addr:city': 'Vancouver'}"
6,231,49.1468811,-122.8910518,2020-03-15T00:44:42.000-07:00,restaurant,Cactus Club Cafe,"{'addr:province': 'BC', 'addr:housenumber': '7907', 'addr:street': 'Scott Road', 'addr:city': 'Delta'}"
7,236,49.1711386,-123.1360519,2019-10-29T03:23:55.000-07:00,restaurant,Boston Pizza,"{'brand:wikidata': 'Q894578', 'cuisine': 'pizza', 'brand': 'Boston Pizza', 'brand:wikipedia': 'en:Boston Pizza', 'addr:city': 'Richmond'}"
8,237,49.1343339,-123.0651422,2019-09-13T13:56:49.000-07:00,restaurant,The Old Spaghetti Factory,"{'cuisine': 'italian', 'addr:housenumber': '14200', 'addr:street': 'Entertainment Boulevard', 'addr:unit': '110', 'addr:city': 'Richmond'}"
9,238,49.1717889,-123.1359234,2019-05-27T13:45:24.000-07:00,restaurant,White Spot,"{'brand:wikidata': 'Q7995414', 'cuisine': 'burger', 'brand': 'White Spot', 'brand:wikipedia': 'en:White Spot'}"
10,247,49.2305371,-123.007442,2019-05-27T03:58:22.000-07:00,restaurant,Nando's,"{'brand:wikidata': 'Q3472954', 'addr:housenumber': '4334', 'website': 'https://www.nandos.ca/eat/restaurants/kingsway', 'phone': '+1-604-434-6220', 'brand:wikipedia': ""en:Nando's"", 'opening_hours': 'Mo-Th 11:00-22:00; Fr-Sa 11:00-22:30; Su 11:00-22:00', 'cuisine': 'chicken;portuguese', 'name:en': ""Nando's"", 'addr:street': 'Kingsway', 'brand': ""Nando's""}"
11,256,49.1863895,-122.8474565,2019-08-29T19:49:18.000-07:00,restaurant,Boston Pizza,"{'brand:wikidata': 'Q894578', 'cuisine': 'pizza', 'name:en': 'Boston Pizza', 'brand': 'Boston Pizza', 'brand:wikipedia': 'en:Boston Pizza'}"
12,263,49.035414,-122.2663773,2019-09-02T22:08:26.000-07:00,restaurant,Cactus Club Cafe,"{'opening_hours': 'Su-Th 11:00-00:00; Fr-Sa 11:00-01:00', 'website': 'https://www.cactusclubcafe.com/location/abbotsford', 'outdoor_seating': 'yes', 'phone': '+1-604-852-2582', 'addr:unit': 'B'}"
13,266,49.2764454,-123.1195159,2019-09-23T15:35:32.000-07:00,restaurant,Tacofino,"{'payment:credit_cards': 'yes', 'cuisine': 'mexican', 'addr:postcode': 'V6B 5P9', 'addr:city': 'Vancouver', 'addr:housenumber': '1025', 'phone': '+1-778-379-8226', 'drive_through': 'no', 'opening_hours': 'Su-Th 11:00-22:00, Fr,Sa 11:00-24:00', 'name:en': 'Tacofino', 'outdoor_seating': 'yes', 'addr:street': 'Mainland Street', 'payment:debit_cards': 'yes', 'email': 'yaletown@tacofino.com'}"
14,274,49.1784334,-123.121667,2020-04-17T21:26:32.000-07:00,restaurant,Nando's,"{'brand:wikidata': 'Q3472954', 'addr:housenumber': '4711', 'brand:wikipedia': ""en:Nando's"", 'cuisine': 'chicken;portuguese', 'addr:street': 'McClelland Road', 'brand': ""Nando's"", 'addr:city': 'Richmond'}"
15,290,49.1710207,-123.139394,2019-09-13T13:57:03.000-07:00,restaurant,Mui Garden,"{'addr:housenumber': '5960', 'addr:street': 'Minoru Boulevard', 'addr:city': 'Richmond'}"
16,313,49.2637838,-123.1393347,2019-07-08T18:37:20.000-07:00,restaurant,Bob Likes Thai Food,"{'wheelchair': 'limited', 'addr:housenumber': '1521', 'website': 'http://boblikesthaifood.com', 'phone': '+1-604-558-3320', 'smoking': 'no', 'cuisine': 'thai', 'outdoor_seating': 'no', 'addr:street': 'West Broadway'}"
17,342,49.3244571,-123.1076419,2019-09-13T13:57:03.000-07:00,restaurant,C-Lovers Fish & Chips,"{'addr:housenumber': '1660', 'addr:street': 'Pemberton Avenue', 'addr:city': 'District of North Vancouver'}"
18,343,49.3240623,-123.1087802,2019-09-13T13:57:03.000-07:00,restaurant,White Spot,"{'brand:wikidata': 'Q7995414', 'addr:housenumber': '107-1226', 'brand:wikipedia': 'en:White Spot', 'cuisine': 'burger', 'addr:street': 'Marine Drive', 'brand': 'White Spot', 'addr:city': 'District of North Vancouver'}"
19,361,49.3556326,-123.1059033,2019-09-13T13:56:58.000-07:00,restaurant,Sushi Mori,"{'addr:housenumber': '4740', 'addr:street': 'Capilano Road', 'addr:postcode': 'V7R 4K3', 'takeaway': 'yes', 'addr:city': 'North Vancouver'}"
20,375,49.2334631,-123.034937,2019-09-13T13:57:02.000-07:00,restaurant,Peaceful Restaurant,"{'addr:housenumber': '3320', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}"
21,378,49.2340779,-123.0353715,2019-09-13T13:57:02.000-07:00,restaurant,The Captain's Boil,"{'addr:housenumber': '3309', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}"
22,415,49.12737,-122.8452404,2017-02-26T17:48:55.000-08:00,restaurant,Denny's,"{'name:en': ""Denny's"", 'addr:street': 'King George Boulevard'}"
23,417,49.253994,-123.2353546,2014-11-07T06:05:32.000-08:00,restaurant,Togo Sushi,"{'addr:housenumber': '3380', 'website': 'http://www.togosushi.ca/', 'cuisine': 'sushi', 'addr:street': 'Shrum Lane', 'entrance': 'yes', 'addr:postcode': 'V6S 0B9', 'addr:city': 'Vancouver'}"
24,424,49.2230985,-122.9821688,2019-07-02T01:21:58.000-07:00,restaurant,Denny's,"{'brand:wikidata': 'Q1189695', 'cuisine': 'american', 'brand': ""Denny's"", 'brand:wikipedia': ""en:Denny's""}"
25,426,49.2204967,-122.9757219,2018-07-11T15:23:00.000-07:00,restaurant,Triple O's,"{'wheelchair': 'yes', 'delivery': 'no', 'addr:housenumber': '6038', 'website': 'https://www.whitespot.ca', 'drive_through': 'yes', 'opening_hours': 'Mo-Su 08:00-23:00', 'outdoor_seating': 'yes', 'addr:street': 'Kingsway', 'takeaway': 'yes', 'capacity': '60'}"
26,432,49.255495,-122.7466809,2019-09-10T18:06:48.000-07:00,restaurant,White Spot,"{'brand:wikidata': 'Q7995414', 'cuisine': 'burger', 'brand': 'White Spot', 'brand:wikipedia': 'en:White Spot'}"
27,458,49.226799,-122.9937567,2020-01-06T05:51:58.000-08:00,restaurant,Chongqing,"{'addr:housenumber': '4909', 'website': 'https://chong-qing-restaurant-online-ordering.securebrygid.com/', 'phone': '+1-604-558-0101', 'smoking': 'no', 'opening_hours': 'Su-Sa 11:00-22:00', 'cuisine': 'chinese', 'outdoor_seating': 'no', 'addr:street': 'Kingsway'}"
28,460,49.2694998,-123.1077015,2015-08-01T16:31:21.000-07:00,restaurant,The Flying Pig,"{'addr:housenumber': '127', 'addr:street': 'West 2nd Avenue'}"
29,466,49.2293878,-123.0904982,2019-11-07T19:56:30.000-08:00,restaurant,Pizza Hut,"{'brand:wikidata': 'Q191615', 'cuisine': 'pizza', 'brand': 'Pizza Hut', 'brand:wikipedia': 'en:Pizza Hut'}"
30,469,49.2268102,-123.0040761,2019-03-18T03:17:29.000-07:00,restaurant,Boston Pizza,"{'brand:wikidata': 'Q894578', 'cuisine': 'pizza', 'name:en': 'Boston Pizza', 'brand': 'Boston Pizza', 'brand:wikipedia': 'en:Boston Pizza'}"
31,471,49.226354,-123.0039637,2019-09-10T18:50:44.000-07:00,restaurant,Neptune Wonton Noodle,"{'cuisine': 'chinese', 'name:en': 'Neptune Wonton Noodle'}"
32,472,49.226408,-123.0036228,2019-07-07T03:58:25.000-07:00,restaurant,Freshii,"{'brand:wikidata': 'Q5503051', 'cuisine': 'salad', 'name:en': 'Freshii', 'brand': 'Freshii', 'brand:wikipedia': 'en:Freshii'}"
33,478,49.2632255,-123.1333895,2019-08-29T18:25:42.000-07:00,restaurant,Denny's,"{'brand:wikidata': 'Q1189695', 'addr:housenumber': '1296', 'phone': '+1-604-731-9033', 'brand:wikipedia': ""en:Denny's"", 'cuisine': 'american', 'addr:street': 'West Broadway', 'brand': ""Denny's""}"
34,484,49.2503562,-123.1007457,2019-09-02T22:08:25.000-07:00,restaurant,Sun Sui Wah Seafood Restaurant,"{'addr:housenumber': '3888', 'website': 'http://www.sunsuiwah.com', 'phone': '+1-604-872-8822', 'opening_hours': '10:00-15:00,17:00-22:30', 'cuisine': 'chinese;dim sum', 'addr:street': 'Main Street'}"
35,504,49.2300329,-123.003695,2019-09-13T13:57:03.000-07:00,restaurant,Dinesty Dumpling House,"{'addr:housenumber': '4501', 'addr:street': 'Kingsway', 'addr:unit': '104', 'addr:city': 'Burnaby'}"
36,506,49.2317641,-123.0091627,2019-09-13T13:57:03.000-07:00,restaurant,Pizza Hut,"{'brand:wikidata': 'Q191615', 'addr:housenumber': '4287', 'brand:wikipedia': 'en:Pizza Hut', 'cuisine': 'pizza', 'addr:street': 'Kingsway', 'brand': 'Pizza Hut', 'addr:unit': '1', 'addr:city': 'Burnaby'}"
37,520,49.2717708,-123.0697537,2015-12-01T03:10:54.000-08:00,restaurant,Donair Town,"{'addr:housenumber': '1433', 'addr:street': 'Commercial Drive', 'addr:city': 'Vancouver'}"
38,536,49.0910725,-122.6074795,2019-09-13T13:57:03.000-07:00,restaurant,Panago Pizza,"{'addr:housenumber': '22259', 'addr:street': '48 Avenue', 'addr:postcode': 'V3A 3N4', 'addr:unit': '301', 'addr:city': 'Langley'}"
39,541,49.2761259,-123.1206022,2017-07-31T04:56:18.000-07:00,restaurant,Wild Tale,"{'addr:housenumber': '1082', 'name:en': 'Wild Tale', 'addr:street': 'Hamilton Street'}"
40,549,49.218154,-122.6436783,2019-09-13T13:57:02.000-07:00,restaurant,White Spot,"{'addr:housenumber': '20855', 'addr:street': 'Lougheed Highway', 'addr:city': 'Maple Ridge'}"
41,564,49.1980237,-122.9785339,2019-09-11T03:48:59.000-07:00,restaurant,Pizza Hut,"{'brand:wikidata': 'Q191615', 'addr:housenumber': '170-7515', 'brand:wikipedia': 'en:Pizza Hut', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Pizza Hut'}"
42,572,49.2798153,-123.1236381,2019-08-29T17:51:24.000-07:00,restaurant,Freshii,"{'brand:wikidata': 'Q5503051', 'brand:wikipedia': 'en:Freshii', 'opening_hours': 'Mo-Fr 11:00-20:00; Sa-Su 11:00-17:00', 'cuisine': 'salad', 'name:en': 'Freshii', 'addr:street': 'Nelson Street', 'brand': 'Freshii'}"
43,575,49.0458177,-122.7972582,2017-01-26T20:28:09.000-08:00,restaurant,Sushi Mori,"{'level': '0', 'cuisine': 'sushi'}"
44,577,49.172236,-123.1358351,2019-10-27T17:08:25.000-07:00,restaurant,Dinesty Dumpling House,"{'website': 'http://dinesty.ca/', 'cuisine': 'chinese', 'addr:postcode': 'V6X 3J9', 'addr:unit': '160', 'addr:city': 'Richmond', 'addr:housenumber': '8111', 'phone': '+1-604-303-7772', 'smoking': 'no', 'opening_hours': 'Mo-Su 11:00-15:00,17:30-22:00', 'name:en': 'Dinesty Dumpling House', 'addr:street': 'Ackroyd Road', 'name:zh_pinyin': '聚'}"
45,591,49.222971,-122.9841291,2019-07-02T01:21:58.000-07:00,restaurant,White Spot,"{'brand:wikidata': 'Q7995414', 'addr:housenumber': '5550', 'website': 'http://www.whitespot.com', 'brand:wikipedia': 'en:White Spot', 'cuisine': 'burger', 'addr:street': 'Kingsway', 'addr:postcode': 'V5H 2G2', 'brand': 'White Spot'}"
46,595,49.2290001,-123.000461,2019-03-19T01:53:30.000-07:00,restaurant,Cactus Club Cafe,"{'cuisine': 'regional', 'addr:housenumber': '4653', 'website': 'https://www.cactusclubcafe.com/', 'addr:street': 'Kingsway', 'addr:postcode': 'V5H 4L3'}"
47,622,49.227687,-123.0904914,2019-09-13T13:57:02.000-07:00,restaurant,Deer Garden Signatures,"{'addr:housenumber': '6270', 'addr:street': 'Fraser Street', 'addr:city': 'Vancouver'}"
48,646,49.2493978,-123.0739174,2019-09-13T13:57:04.000-07:00,restaurant,Icy Bar,"{'addr:housenumber': '1475', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}"
49,671,49.2376572,-123.1556393,2019-09-13T13:57:04.000-07:00,restaurant,White Spot,"{'addr:housenumber': '5367', 'addr:street': 'West Boulevard', 'addr:city': 'Vancouver'}"
50,685,49.263672,-123.20716,2019-09-13T13:57:04.000-07:00,restaurant,Burgoo,"{'addr:housenumber': '4434', 'addr:street': 'West 10th Avenue', 'addr:city': 'Vancouver'}"
51,687,49.2637428,-123.2104101,2019-09-13T13:57:04.000-07:00,restaurant,Pizza Hut,"{'brand:wikidata': 'Q191615', 'addr:housenumber': '4540', 'brand:wikipedia': 'en:Pizza Hut', 'cuisine': 'pizza', 'addr:street': 'West 10th Avenue', 'brand': 'Pizza Hut', 'addr:city': 'Vancouver'}"
52,719,49.0348989,-122.8008819,2019-09-13T13:57:05.000-07:00,restaurant,Lee Yuen Seafood Restaurant,"{'cuisine': 'chinese', 'addr:housenumber': '1812', 'addr:street': '152 Street', 'addr:unit': '101', 'addr:city': 'Surrey'}"
53,720,49.0375485,-122.8009329,2019-09-13T13:57:05.000-07:00,restaurant,Boston Pizza,"{'brand:wikidata': 'Q894578', 'addr:housenumber': '1956', 'brand:wikipedia': 'en:Boston Pizza', 'cuisine': 'pizza', 'addr:street': '152 Street', 'brand': 'Boston Pizza', 'addr:city': 'Surrey'}"
54,722,49.0463697,-122.8016813,2019-09-13T13:57:05.000-07:00,restaurant,IHOP,"{'brand:wikidata': 'Q1185675', 'addr:housenumber': '2429', 'brand:wikipedia': 'en:IHOP', 'cuisine': 'pancake', 'addr:street': '152 Street', 'brand': 'IHOP', 'addr:unit': '107', 'addr:city': 'Surrey'}"
55,724,49.0452315,-122.7786492,2019-09-13T13:57:05.000-07:00,restaurant,Browns Socialhouse,"{'addr:housenumber': '16030', 'addr:street': '24 Avenue', 'addr:unit': '105', 'addr:city': 'Surrey'}"
56,727,49.0472452,-122.7839835,2019-09-13T13:57:05.000-07:00,restaurant,Noodlebox,"{'addr:housenumber': '15785', 'addr:street': 'Croydon Drive', 'addr:unit': '110', 'addr:city': 'Surrey'}"
57,733,49.044654,-122.7772023,2019-09-13T13:57:05.000-07:00,restaurant,Big Star Sandwich Co.,"{'addr:housenumber': '16050', 'addr:street': '24 Avenue', 'addr:unit': '155', 'addr:city': 'Surrey'}"
58,736,49.0451866,-122.7781347,2019-09-13T13:57:05.000-07:00,restaurant,Freshii,"{'brand:wikidata': 'Q5503051', 'addr:housenumber': '16030', 'brand:wikipedia': 'en:Freshii', 'cuisine': 'salad', 'addr:street': '24 Avenue', 'brand': 'Freshii', 'addr:unit': '125', 'addr:city': 'Surrey'}"
59,741,49.0292578,-122.8005183,2019-09-13T13:57:05.000-07:00,restaurant,Pho 777 Vietnamese Restaurant,"{'cuisine': 'vietnamese', 'addr:housenumber': '15230', 'addr:street': 'Russell Avenue', 'addr:city': 'White Rock'}"
60,746,49.0307761,-122.7993521,2019-09-13T13:57:05.000-07:00,restaurant,Silver Dragon Restaurant,"{'cuisine': 'chinese', 'addr:housenumber': '1564', 'addr:street': 'George Street', 'addr:city': 'White Rock'}"
61,747,49.2188492,-122.9645805,2019-09-13T13:57:02.000-07:00,restaurant,Deer Garden Signatures,"{'addr:housenumber': '7150', 'addr:street': 'Sperling Avenue', 'addr:city': 'Burnaby'}"
62,765,49.2818319,-123.1234128,2019-08-29T17:57:11.000-07:00,restaurant,Boston Pizza,"{'brand:wikidata': 'Q894578', 'opening_hours': 'Su-Th 11:00-00:00; Fr-Sa 11:00-02:00', 'cuisine': 'pizza', 'brand': 'Boston Pizza', 'brand:wikipedia': 'en:Boston Pizza'}"
63,785,49.226149,-122.9917461,2018-04-22T05:10:26.000-07:00,restaurant,Tian Shi Fu Restaurant,"{'addr:housenumber': '5021', 'addr:street': 'Kingsway', 'addr:postcode': 'V5H 2E5', 'addr:city': 'Burnaby'}"
64,803,49.10485,-122.8028182,2020-04-17T15:41:10.000-07:00,restaurant,Chopped Leaf,"{'addr:province': 'BC', 'addr:housenumber': '15161', 'website': 'https://www.choppedleaf.ca/', 'phone': '+1-604-574-0024', 'addr:country': 'CA', 'addr:street': '56 Ave', 'addr:postcode': 'V3S 1G0', 'addr:unit': '100', 'addr:city': 'Surrey'}"
65,820,49.1856947,-122.801637,2017-08-21T18:26:26.000-07:00,restaurant,Nando's,{}
66,826,49.2799326,-123.1302522,2019-09-18T23:00:49.000-07:00,restaurant,Banana Leaf,"{'addr:housenumber': '1043', 'website': 'https://www.bananaleaf-vancouver.com/', 'phone': '+1-604-669-3389', 'opening_hours': 'Mo-Su 11:30-22:00', 'cuisine': 'malaysian', 'outdoor_seating': 'no', 'addr:street': 'Davie Street', 'addr:postcode': 'V6E 1M5', 'addr:city': 'Vancouver'}"
67,827,49.1037213,-122.7281926,2015-08-20T19:21:25.000-07:00,restaurant,Ricky's,"{'addr:housenumber': '17830', 'addr:street': '56 Avenue'}"
68,832,49.1709535,-123.1824399,2017-06-02T15:25:46.000-07:00,restaurant,Pizza Hut,"{'cuisine': 'pizza', 'name:en': 'Pizza Hut'}"
69,850,49.2838437,-123.1053674,2019-12-22T02:47:27.000-08:00,restaurant,The Old Spaghetti Factory,"{'diet:vegetarian': 'yes', 'addr:housenumber': '53', 'website': 'http://www.oldspaghettifactory.ca/locations/gastown', 'haunted': 'yes', 'cuisine': 'italian', 'name:en': 'The Old Spaghetti Factory', 'addr:street': 'Water Street'}"
70,867,49.2540725,-123.2359295,2019-04-29T21:29:21.000-07:00,restaurant,Virtuous Pie,{'cuisine': 'pizza'}
71,890,49.1123933,-122.6772604,2017-01-10T02:54:47.000-08:00,restaurant,Wings,{'cuisine': 'wings'}
72,917,49.2829671,-123.1105765,2018-10-26T20:30:24.000-07:00,restaurant,La Taqueria,"{'addr:housenumber': '322', 'website': 'http://www.lataqueria.ca', 'phone': '+1-604-568-4406', 'smoking': 'no', 'opening_hours': 'Mo-Th 11:00-21:00; Fr-Sa 11:00-02:00; Su 12:00-18:00', 'cuisine': 'mexican', 'addr:street': 'West Hastings Street', 'addr:postcode': 'V6B 1K6', 'takeaway': 'yes'}"
73,931,49.0326388,-122.801449,2017-06-10T12:33:20.000-07:00,restaurant,White Spot,{'cuisine': 'regional'}
74,932,49.2804382,-123.1181035,2019-10-26T22:49:09.000-07:00,restaurant,Tractor,"{'addr:housenumber': '547', 'website': 'https://tractorfoods.com/', 'internet_access': 'wlan', 'opening_hours': 'Mo-Fr 07:00-22:00; Sa,Su 08:00-22:00', 'description': 'Everyday healthy food', 'cuisine': 'sandwich', 'addr:street': 'Robson Street', 'payment:debit_cards': 'yes', 'email': 'info@tractorfoods.com', 'addr:city': 'Vancouver'}"
75,958,49.3122034,-123.0789593,2017-06-09T09:05:40.000-07:00,restaurant,Buddha-full,"{'name:fr': 'Buddha-full', 'addr:street': 'West 1st Street'}"
76,963,49.2786259,-123.1160142,2019-09-18T23:00:49.000-07:00,restaurant,Original Joe's,"{'website': 'https://www.originaljoes.ca/home/robson?setCookie=1', 'diet:gluten_free': 'yes', 'cuisine': 'burger', 'addr:postcode': 'V6B 6A1', 'addr:city': 'Vancouver', 'diet:vegetarian': 'yes', 'addr:housenumber': '298', 'bar': 'yes', 'diet:meat': 'yes', 'phone': '+1-778-379-8410', 'opening_hours': '09:00-00:00', 'outdoor_seating': 'yes', 'addr:street': 'Robson Street'}"
77,976,49.2575621,-123.1148455,2019-09-24T12:07:45.000-07:00,restaurant,Vij's,{'website': 'https://www.vijs.ca/'}
78,987,49.285769,-123.1247049,2019-09-13T13:56:49.000-07:00,restaurant,Neptune Chinese Kitchen,"{'cuisine': 'chinese', 'addr:housenumber': '1136', 'addr:street': 'Alberni Street', 'source': 'survey', 'addr:city': 'Vancouver'}"
79,997,49.2627174,-123.1000189,2020-01-20T20:26:25.000-08:00,restaurant,Freshii,"{'brand:wikidata': 'Q5503051', 'addr:housenumber': '270', 'brand:wikipedia': 'en:Freshii', 'cuisine': 'salad', 'addr:street': 'East Broadway', 'brand': 'Freshii'}"
80,999,49.0904674,-123.0790855,2017-10-21T21:55:45.000-07:00,restaurant,Ricky's,"{'addr:housenumber': '5239', 'addr:street': 'Ladner Trunk Road'}"
81,1001,49.3210825,-123.0956321,2019-09-23T15:35:32.000-07:00,restaurant,Cora,"{'brand:wikidata': 'Q2996960', 'addr:housenumber': '801', 'phone': '+1-604-990-0051', 'brand:wikipedia': 'en:Cora (restaurant)', 'cuisine': 'breakfast', 'addr:street': 'Marine Drive', 'addr:postcode': 'V7P 3K6', 'brand': 'Cora', 'addr:city': 'North Vancouver'}"
82,1013,49.1637059,-122.6604812,2020-02-11T02:31:22.000-08:00,restaurant,Denny's,"{'brand:wikidata': 'Q1189695', 'addr:housenumber': '8855', 'brand:wikipedia': ""en:Denny's"", 'cuisine': 'american', 'addr:street': '202 Street', 'brand': ""Denny's""}"
83,1022,49.2681152,-123.1595834,2019-03-23T19:23:33.000-07:00,restaurant,Peaceful Restaurant,"{'cuisine': 'chinese', 'addr:housenumber': '2394', 'addr:street': 'West 4th Avenue'}"
84,1024,49.2681518,-123.1463206,2019-08-29T18:31:06.000-07:00,restaurant,Pizza Hut,"{'brand:wikidata': 'Q191615', 'addr:housenumber': '1829', 'brand:wikipedia': 'en:Pizza Hut', 'cuisine': 'pizza', 'addr:street': 'West 4th Avenue', 'brand': 'Pizza Hut'}"
85,1026,49.2680714,-123.1568116,2016-02-07T00:30:16.000-08:00,restaurant,Burgoo,"{'addr:housenumber': '2272', 'addr:street': 'West 4th Avenue'}"
86,1031,49.268201,-123.1486188,2019-08-29T18:31:06.000-07:00,restaurant,Freshii,"{'brand:wikidata': 'Q5503051', 'addr:housenumber': '1927', 'brand:wikipedia': 'en:Freshii', 'cuisine': 'salad', 'addr:street': 'West 4th Avenue', 'brand': 'Freshii'}"
87,1033,49.2681756,-123.1481478,2016-02-07T23:52:52.000-08:00,restaurant,Tractor,"{'addr:housenumber': '1903', 'addr:street': 'West 4th Avenue'}"
88,1039,49.2664116,-123.0140254,2012-03-10T06:54:33.000-08:00,restaurant,White Spot,{}
89,1067,49.189306,-122.8026622,2019-10-29T18:02:14.000-07:00,restaurant,Freshii,"{'brand:wikidata': 'Q5503051', 'cuisine': 'salad', 'brand': 'Freshii', 'brand:wikipedia': 'en:Freshii'}"
90,1077,49.0906097,-123.0802207,2020-04-17T15:59:57.000-07:00,restaurant,Chopped Leaf,"{'addr:province': 'BC', 'addr:housenumber': '5209', 'addr:country': 'CA', 'addr:street': 'Ladner Trunk Road', 'addr:postcode': 'V4K 1W4', 'addr:city': 'Delta'}"
91,1080,49.0583832,-122.3780427,2019-04-27T20:37:06.000-07:00,restaurant,Famoso Neapolitan Pizzeria,"{'cuisine': 'pizza', 'website': 'http://www.famoso.ca/locations/bc_abbotsford.php', 'level': '2', 'addr:unit': 'J105', 'layer': '2'}"
92,1082,49.0584965,-122.3808116,2019-02-20T02:38:28.000-08:00,restaurant,Milestones,"{'opening_hours:signed': 'no', 'website': 'https://www.milestonesrestaurants.com/location_region.php?province=BC&s=1&city_drop=Abbotsford', 'addr:unit': 'E110', 'layer': '2'}"
93,1083,49.0582246,-122.3808805,2019-04-01T17:53:58.000-07:00,restaurant,The Canadian Brewhouse & Grill,"{'website': 'https://thecanadianbrewhouse.com/', 'old_name': ""Ceili's Modern Irish Pub"", 'phone': '+1-604-625-5433', 'opening_hours': 'Mo-Fr 11:00-00:00; Sa-Su 10:00-00:00', 'addr:unit': 'E125', 'layer': '2'}"
94,1090,49.278102,-122.9099445,2019-10-07T05:01:09.000-07:00,restaurant,The Chopped Leaf,{'addr:unit': '106'}
95,1091,49.2781344,-122.9101527,2019-10-07T05:01:09.000-07:00,restaurant,Togo Sushi,"{'cuisine': 'sushi', 'addr:unit': '107'}"
96,1095,49.2827611,-123.1096481,2019-03-22T02:53:41.000-07:00,restaurant,Nuba,"{'toilets:wheelchair': 'yes', 'diet:vegetarian': 'yes', 'wheelchair': 'no', 'addr:housenumber': '207', 'website': 'https://www.nuba.ca/', 'phone': '+1-604-688-1655', 'opening_hours': 'Mo-Th 11:30-21:00; Fr 11:30-22:00; Sa 11:00-22:00; Su 11:00-21:00', 'cuisine': 'lebanese', 'addr:street': 'West Hastings Street', 'takeaway': 'yes'}"
97,1106,49.0562149,-122.380711,2020-01-19T23:57:49.000-08:00,restaurant,Denny's,"{'brand:wikidata': 'Q1189695', 'addr:housenumber': '3010', 'website': 'https://www.dennys.ca/', 'brand:wikipedia': ""en:Denny's"", 'cuisine': 'american', 'addr:street': 'Mount Lehman Road', 'brand': ""Denny's"", 'operator': 'Northland Properties'}"
98,1108,49.2492559,-122.8670655,2012-10-06T00:58:04.000-07:00,restaurant,Pizza Hut,"{'cuisine': 'pizza', 'operator': 'Yum! Brands'}"
99,1114,49.285504,-123.118815,2020-03-11T04:43:09.000-07:00,restaurant,Cactus Club Cafe,"{'addr:province': 'BC', 'addr:housenumber': '588', 'website': 'https://www.cactusclubcafe.com/', 'phone': '+1-604-682-0933', 'cuisine': 'Global', 'addr:street': 'Burrard Street', 'addr:city': 'Vancouver'}"
100,1132,49.2874308,-123.1149042,2013-06-10T14:56:49.000-07:00,restaurant,Hapa Izakaya,"{'cuisine': 'japanese', 'addr:housenumber': '909', 'addr:street': 'West Cordova Street', 'source': 'survey'}"
